証券コード	業種	会社名	平均年収	従業員数	平均年齢	平均勤続年数	情報公開日
2122	サービス業	インタースペース	"4,923,000 "	171 	28.8 	2.3 	2009/12/28
2123	サービス業	応用医学研究所	"4,919,192 "	173 	32.8 	4.7 	2009/12/11
2124	サービス業	ジェイエイシーリクルートメント	"4,660,000 "	425 	31.6 	3.5 	2010/3/25
2126	上場廃止	ＧＣＡホールディングス	"12,322,000 "	8 	33.3 	1.6 	2008/5/30
2127	サービス業	日本Ｍ＆Ａセンター	"9,857,000 "	90 	35.3 	3.2 	2010/6/24
2128	サービス業	ノバレーゼ	"4,005,112 "	567 	29.9 	2.4 	2010/3/29
2130	サービス業	メンバーズ	"4,568,833 "	187 	30.7 	3.4 	2010/6/29
2131	サービス業	アコーディア・ゴルフ	"4,068,457 "	"6,565 "	40.4 	3.9 	2010/6/25
2132	サービス業	アイレップ	"4,453,852 "	142 	29.7 	2.2 	2009/12/21
2133	サービス業	ＧＡＢＡ	"4,225,000 "	463 	30.3 	3.4 	2010/3/29
2134	サービス業	燦キャピタルマネージメント	"3,579,000 "	46 	41.3 	3.4 	2010/6/21
2135	サービス業	ＶＳＮ	"3,377,000 "	"2,529 "	28.3 	3.5 	2010/6/29
2136	サービス業	ヒップ	"3,787,643 "	780 	31.9 	4.7 	2010/6/30
2137	サービス業	光ハイツ・ヴェラス	"3,251,036 "	277 	46.9 	4.6 	2010/6/28
2138	サービス業	クルーズ	"5,070,209 "	96 	28.5 	3.4 	2010/6/29
2139	サービス業	中広	"3,506,768 "	224 	33.1 	6.1 	2010/6/30
2140	サービス業	テラネッツ	"241,000 "	48 	29.4 	2.4 	2010/3/29
2142	上場廃止	ユー・エス・ジェイ	"6,179,317 "	"3,084 "	39.4 	7.0 	2009/6/26
2143	上場廃止	秀文社	"3,389,447 "	701 	31.4 	3.7 	2007/6/28
2144	サービス業	やまねメディカル	"3,389,762 "	978 	40.4 	2.6 	2010/6/18
2145	サービス業	データリンクス	"5,431,000 "	384 	34.1 	7.8 	2010/6/24
2146	サービス業	ＵＴホールディングス	"5,028,000 "	31 	35.8 	1.1 	2010/6/28
2147	サービス業	フジスタッフホールディングス	"5,602,632 "	47 	38.6 	7.3 	2010/6/24
2148	サービス業	アイティメディア	"5,829,000 "	209 	34.5 	4.4 	2010/6/21
2150	サービス業	ケアネット	"7,925,000 "	106 	38.8 	4.4 	2010/6/25
2151	サービス業	タケエイ	"5,000,000 "	571 	39.3 	5.5 	2010/6/25
2152	サービス業	幼児活動研究会	"4,577,000 "	348 	29.6 	6.8 	2010/6/28
2153	サービス業	Ｅ・Ｊホールディングス	"7,474,484 "	10 	54.0 	1.8 	2009/8/27
2154	サービス業	トラスト・テック	"3,775,196 "	"1,022 "	32.1 	3.0 	2009/9/28
2155	サービス業	カービュー	"5,066,650 "	129 	30.2 	3.3 	2010/6/18
2156	サービス業	セーラー広告	"5,011,769 "	144 	39.1 	11.7 	2010/6/28
2157	サービス業	コシダカ	"3,770,000 "	"1,700 "	31.3 	2.8 	2009/11/27
2158	サービス業	ＵＢＩＣ	"4,707,393 "	48 	32.3 	2.0 	2010/6/30
2159	サービス業	フルスピード	"4,285,383 "	228 	28.7 	1.5 	2009/10/30
2160	サービス業	ジーエヌアイ	"6,527,000 "	5 	41.7 	1.2 	2010/3/26
2162	サービス業	日本マニュファクチャリングサービス	"4,201,000 "	168 	39.5 	4.6 	2010/6/24
2163	サービス業	アルトナー	"3,209,168 "	712 	28.4 	4.5 	2010/4/23
2164	サービス業	地域新聞社	"4,256,041 "	188 	30.3 	4.0 	2009/11/27
2165	サービス業	メガロス	"4,569,187 "	905 	30.3 	5.7 	2010/6/24
2166	サービス業	ＭＩＣメディカル	"5,675,778 "	354 	35.2 	3.1 	2009/12/24
2167	サービス業	ウェブマネー	"6,096,000 "	48 	35.3 	2.8 	2010/6/28
2168	サービス業	パソナグループ	"5,740,000 "	174 	39.2 	6.9 	2009/8/27
2169	サービス業	ＣＤＳ	"4,369,315 "	293 	31.9 	6.8 	2010/3/29
2170	サービス業	リンクアンドモチベーション	"4,827,894 "	262 	28.8 	3.6 	2010/3/23
2172	サービス業	インサイト	"4,034,495 "	30 	35.6 	4.5 	2009/9/28
2173	サービス業	博展	"4,249,246 "	212 	29.4 	4.6 	2010/6/28
2174	サービス業	ＧＣＡサヴィアングループ	"11,384,000 "	9 	40.0 	1.5 	2010/3/26
2175	サービス業	エス・エム・エス	"5,222,000 "	375 	29.8 	1.8 	2010/6/18
2176	サービス業	イナリサーチ	"4,112,000 "	282 	41.0 	7.9 	2010/6/30
2177	サービス業	ベンチャーリパブリック	"5,807,000 "	68 	34.2 	3.1 	2010/3/26
2178	サービス業	トライステージ	"8,499,000 "	72 	32.9 	2.2 	2010/5/28
2179	サービス業	成学社	"3,874,074 "	360 	33.8 	3.8 	2009/8/27
2180	サービス業	サニーサイドアップ	"5,272,390 "	124 	32.5 	3.6 	2009/9/29
2181	サービス業	テンプホールディングス	"7,073,465 "	53 	39.0 	8.8 	2010/6/25
2182	サービス業	メディサイエンスプラニング	"6,013,000 "	581 	34.0 	2.8 	2009/11/27
2183	サービス業	リニカル	"6,637,330 "	158 	30.1 	2.1 	2010/6/28
2185	サービス業	シイエム・シイ	"5,325,000 "	481 	35.1 	8.9 	2009/12/22
2186	サービス業	ソーバル	"4,579,000 "	933 	31.1 	5.2 	2010/5/25
2190	サービス業	ＪＣＬバイオアッセイ	"5,238,000 "	143 	32.8 	3.6 	2010/6/23
2191	サービス業	テラ	"4,641,000 "	36 	33.8 	1.4 	2010/3/31
2193	サービス業	クックパッド	"4,582,808 "	60 	28.6 	1.3 	2009/7/30
2196	サービス業	エスクリ	"3,784,757 "	236 	31.1 	1.5 	2010/6/25
2201	食品業	森永製菓	"6,389,367 "	"2,667 "	39.7 	17.2 	2010/6/29
2202	上場廃止	明治製菓	"7,696,000 "	"5,589 "	39.8 	16.5 	2010/6/29
2204	食品業	中村屋	"5,410,000 "	"2,119 "	42.0 	20.0 	2010/6/30
2205	上場廃止	駿河屋	"2,835,000 "	241 	45.7 	21.9 	2010/6/29
2206	食品業	江崎グリコ	"7,881,495 "	"1,787 "	42.1 	19.2 	2010/6/30
2207	食品業	名糖産業	"5,166,000 "	557 	38.0 	15.4 	2010/6/30
2208	食品業	ブルボン	"4,043,000 "	"3,841 "	41.5 	17.9 	2010/6/29
2209	食品業	井村屋製菓	"4,827,179 "	905 	39.7 	16.1 	2010/6/22
2211	食品業	不二家	"4,649,168 "	"3,164 "	40.0 	18.1 	2010/6/25
2212	食品業	山崎製パン	"5,670,310 "	"25,811 "	38.2 	16.5 	2010/3/30
2215	食品業	第一屋製パン	"4,223,150 "	"1,845 "	39.0 	16.2 	2010/3/30
2216	食品業	カンロ	"5,860,000 "	527 	38.0 	14.4 	2010/3/31
2217	食品業	モロゾフ	"5,272,963 "	"2,198 "	43.7 	15.5 	2010/4/26
2218	食品業	日糧製パン	"3,849,000 "	"1,452 "	44.4 	15.2 	2010/6/30
2220	食品業	亀田製菓	"5,009,000 "	"2,177 "	45.6 	20.8 	2010/6/23
2221	食品業	岩塚製菓	"4,584,352 "	970 	38.9 	13.2 	2010/6/25
2222	食品業	寿スピリッツ	"4,878,833 "	5 	39.0 	13.4 	2010/6/28
2224	食品業	コモ	"4,623,516 "	323 	35.7 	10.0 	2010/6/28
2226	食品業	フレンテ	"6,424,000 "	58 	37.9 	9.5 	2009/9/28
2227	上場廃止	三星食品	"5,765,000 "	250 	35.6 	8.6 	2007/1/26
2228	食品業	シベール	"3,070,036 "	431 	30.1 	5.5 	2009/11/24
2261	上場廃止	明治乳業	"6,463,000 "	"6,300 "	35.8 	12.7 	2010/6/29
2262	上場廃止	雪印乳業	"6,595,046 "	"2,212 "	39.8 	17.3 	2009/6/25
2264	食品業	森永乳業	"6,313,293 "	"3,631 "	36.1 	13.8 	2010/6/30
2266	食品業	六甲バター	"6,860,737 "	791 	45.1 	21.2 	2010/3/30
2267	食品業	ヤクルト本社	"7,528,585 "	"2,872 "	41.4 	17.9 	2010/6/24
2268	食品業	Ｂ－Ｒ　サーティワン　アイスクリーム	"7,461,761 "	263 	39.6 	12.3 	2010/3/30
2269	食料品	明治ホールディングス	"9,675,000 "	35 	42.0 	19.0 	2010/6/29
2270	食料品	雪印メグミルク	"8,823,756 "	207 	43.9 	13.6 	2010/6/29
2281	食品業	プリマハム	"6,443,000 "	"2,297 "	43.8 	21.2 	2010/6/29
2282	食品業	日本ハム	"7,687,138 "	"4,438 "	41.7 	19.2 	2010/6/28
2284	食品業	伊藤ハム	"6,155,326 "	"3,755 "	42.8 	16.7 	2010/6/25
2286	食品業	林兼産業	"5,615,890 "	482 	44.5 	22.3 	2010/6/29
2288	食品業	丸大食品	"6,466,000 "	"1,786 "	43.7 	22.2 	2010/6/30
2289	食品業	相模ハム	"4,580,782 "	149 	38.6 	14.8 	2010/6/25
2290	食品業	米久	"5,242,048 "	"1,340 "	37.2 	12.6 	2010/5/26
2291	食品業	福留ハム	"4,736,000 "	641 	40.1 	16.4 	2010/6/25
2292	食品業	Ｓ　ＦＯＯＤＳ	"4,760,106 "	673 	33.7 	8.1 	2010/5/24
2293	食品業	滝沢ハム	"4,857,000 "	684 	40.7 	15.1 	2010/6/29
2294	食品業	柿安本店	"4,593,792 "	"2,757 "	37.3 	5.2 	2010/5/28
2300	サービス業	きょくとう	"3,472,037 "	971 	38.8 	7.4 	2010/5/27
2301	サービス業	学情	"3,853,440 "	183 	29.6 	6.1 	2010/1/25
2302	上場廃止	ティー・シー・シー	"4,642,000 "	321 	32.6 	6.4 	2004/9/29
2303	情報・通信業	ドーン	"5,124,000 "	31 	36.3 	3.6 	2009/8/28
2304	サービス業	ＣＳＳホールディングス	"6,175,000 "	8 	43.8 	2.3 	2009/12/21
2305	サービス業	スタジオアリス	"3,648,000 "	"3,059 "	27.6 	4.2 	2010/3/29
2306	情報・通信業	ビック東海	"5,246,229 "	"1,228 "	35.0 	8.7 	2010/6/28
2307	情報・通信業	クロスキャット	"4,997,092 "	600 	33.9 	8.4 	2010/6/24
2309	サービス業	シミック	"5,889,231 "	"1,495 "	33.4 	3.0 	2009/12/15
2310	上場廃止	イーシー・ワン					2008/6/27
2311	サービス業	エプコ	"4,396,000 "	195 	35.3 	4.1 	2010/4/26
2314	上場廃止	レントラックジャパン	"5,712,544 "	252 	34.0 	5.8 	2005/6/21
2315	情報・通信業	ＳＪＩ	"4,848,525 "	"1,029 "	35.6 	9.4 	2010/6/28
2316	上場廃止	モスインスティテュート	"4,683,000 "	7 	36.5 	3.8 	2008/10/30
2317	情報・通信業	シスプロカテナ	"5,219,694 "	687 	30.3 	4.3 	2010/6/24
2318	卸売業	中小企業投資機構	"6,175,372 "	10 	40.0 	3.2 	2009/10/28
2320	上場廃止	日本ヘラルド映画	"6,258,000 "	70 	40.4 	11.6 	2005/6/24
2321	情報・通信業	ソフトフロント	"5,354,000 "	66 	36.9 	7.6 	2010/6/29
2322	サービス業	ＮＥＣフィールディング	"6,589,818 "	"8,204 "	41.5 	20.1 	2010/6/21
2323	情報・通信業	ｆｏｎｆｕｎ	"4,756,000 "	33 	34.9 	3.7 	2010/6/30
2324	上場廃止	ピープルスタッフ	"4,704,872 "	554 	35.5 	4.3 	2008/6/30
2325	サービス業	日本上下水道設計	"7,706,298 "	535 	43.2 	16.3 	2010/3/29
2326	情報・通信業	デジタルアーツ	"5,889,000 "	137 	33.2 	3.1 	2010/6/25
2327	情報・通信業	新日鉄ソリューションズ	"7,931,000 "	"2,424 "	36.9 	10.9 	2010/6/23
2328	上場廃止	アリサカ	"3,806,000 "	788 	33.2 	2.9 	2007/6/29
2329	情報・通信業	東北新社	"5,669,000 "	811 	36.4 	9.1 	2010/6/30
2330	情報・通信業	フォーサイド・ドット・コム	"4,458,196 "	144 	29.6 	2.7 	2010/3/25
2331	サービス業	綜合警備保障	"4,894,465 "	"12,848 "	35.4 	12.3 	2010/6/25
2332	情報・通信業	クエスト	"4,856,794 "	653 	35.0 	10.3 	2010/6/23
2333	情報・通信業	ジー・モード	"5,140,053 "	183 	34.3 	4.0 	2010/6/25
2335	情報・通信業	キューブシステム	"4,736,667 "	426 	30.5 	6.0 	2010/6/23
2337	サービス業	アセット・マネジャーズ・ホールディングス	"9,715,000 "	38 	38.1 	2.9 	2010/5/31
2338	情報・通信業	セブンシーズ・テックワークス	"4,577,000 "	15 	39.5 	2.9 	2010/5/28
2340	サービス業	極楽湯	"4,196,000 "	749 	32.0 	4.0 	2010/6/30
2341	サービス業	アルバイトタイムス	"5,553,272 "	447 	33.7 	7.9 	2010/5/27
2342	サービス業	トランスジェニック	"5,097,053 "	31 	35.5 	5.5 	2010/6/24
2344	サービス業	平安レイサービス	"6,030,361 "	752 	40.5 	12.3 	2010/6/28
2345	情報・通信業	システム・テクノロジー・アイ	"5,702,000 "	39 	38.8 	3.3 	2010/6/18
2347	上場廃止	アイ・ビー・イーホールディングス					2010/6/30
2349	情報・通信業	エヌアイデイ	"5,208,000 "	954 	34.3 	12.1 	2010/6/28
2350	上場廃止	オックスホールディングス	"5,194,204 "	18 	37.1 	1.5 	2007/12/21
2351	情報・通信業	ＡＳＪ	"4,323,332 "	61 	31.0 	5.2 	2010/6/24
2352	情報・通信業	エイジア	"5,350,000 "	40 	34.8 	4.5 	2010/6/28
2353	不動産業	日本駐車場開発	"4,174,838 "	869 	33.3 	3.4 	2009/10/30
2354	情報・通信業	安川情報システム	"5,929,000 "	657 	35.2 	11.3 	2010/6/14
2355	情報・通信業	ＳＢＩネットシステムズ	"5,728,000 "	41 	38.2 	2.7 	2010/6/29
2356	情報・通信業	ＴＣＢホールディングス	"6,177,321 "	10 	40.6 	2.7 	2010/6/24
2359	情報・通信業	コア	"5,042,000 "	"1,252 "	35.7 	11.4 	2010/6/24
2360	上場廃止	ウィーヴ	"4,295,000 "	20 	35.9 	5.5 	2008/3/28
2361	上場廃止	シーエヌエー	"4,743,000 "	102 	32.7 	4.8 	2007/6/20
2362	サービス業	夢真ホールディングス	"3,641,881 "	928 	32.0 	3.1 	2009/12/16
2363	上場廃止	モック	"3,999,000 "	277 	31.4 	2.3 	2008/9/30
2364	上場廃止	塩見	"3,567,179 "	158 	37.2 	5.0 	2004/6/29
2366	上場廃止	ＬＥＯＣ	"3,936,081 "	7 	34.8 	1.8 	2008/6/27
2369	サービス業	メディビックグループ	"7,111,000 "	5 	40.2 	1.1 	2010/3/29
2370	サービス業	メディネット	"5,415,572 "	139 	34.3 	3.7 	2009/12/22
2371	サービス業	カカクコム	"6,369,000 "	270 	31.7 	2.8 	2010/6/25
2372	サービス業	アイロムホールディングス	"4,511,000 "	36 	36.1 	2.7 	2010/6/29
2373	サービス業	ケア２１	"3,279,618 "	"2,395 "	42.6 	2.4 	2010/1/29
2374	サービス業	セントケア・ホールディング	"4,997,008 "	69 	37.7 	7.9 	2010/6/28
2375	サービス業	スリープログループ	"4,573,000 "	45 	33.0 	2.3 	2010/1/29
2376	サービス業	サイネックス	"3,891,595 "	688 	38.3 	9.0 	2010/6/30
2377	上場廃止	サイバーファーム	"5,470,539 "	90 	36.5 	2.4 	2008/3/31
2378	サービス業	ルネサンス	"5,241,540 "	"3,004 "	34.7 	8.6 	2010/6/24
2379	サービス業	ディップ	"4,006,000 "	681 	29.6 	3.1 	2010/5/24
2383	上場廃止	日本エイム	"4,497,663 "	286 	36.5 	1.9 	2007/6/28
2384	陸運業	ＳＢＳホールディングス	"6,683,814 "	93 	41.6 	3.7 	2010/3/30
2385	サービス業	総医研ホールディングス	"5,869,607 "	3 	37.2 	5.5 	2009/9/30
2386	上場廃止	サイトサポート・インスティテュート	"4,686,152 "	327 	35.8 	2.2 	2008/6/19
2387	上場廃止	ヴァリック	"4,611,000 "	"1,616 "	32.1 	2.5 	2008/6/23
2388	サービス業	ウェッジホールディングス	"3,516,000 "	63 	32.7 	2.0 	2009/12/28
2389	サービス業	オプト	"5,019,000 "	574 	29.2 	2.3 	2010/3/31
2391	サービス業	プラネット	"7,658,091 "	51 	39.6 	7.7 	2009/10/28
2392	サービス業	セキュアード・キャピタル・ジャパン	"8,012,891 "	103 	40.1 	4.1 	2010/3/31
2393	サービス業	日本ケアサプライ	"4,505,694 "	431 	36.9 	6.0 	2010/6/28
2394	サービス業	ジェイ・エー・エー	"5,979,876 "	132 	40.3 	13.0 	2010/6/30
2395	サービス業	新日本科学	"4,439,300 "	"1,131 "	33.4 	6.1 	2010/6/30
2396	上場廃止	パソナテック	"4,826,383 "	224 	31.0 	3.4 	2009/6/26
2397	サービス業	ＤＮＡチップ研究所	"5,334,000 "	24 	38.4 	4.4 	2010/6/25
2398	サービス業	ツクイ					2010/6/29
2399	サービス業	綜合臨床ホールディングス	"5,609,000 "	51 	38.0 	2.5 	2009/10/22
2400	サービス業	メッセージ	"3,297,685 "	"4,517 "	35.3 	2.9 	2010/6/25
2402	サービス業	アマナホールディングス	"5,518,000 "	65 	39.2 	6.7 	2010/3/29
2403	サービス業	リンク・ワン	"2,886,434 "	91 	29.7 	2.1 	2010/5/27
2404	サービス業	鉄人化計画	"5,177,864 "	582 	34.0 	3.6 	2009/11/27
2405	サービス業	フジコー	"4,318,000 "	85 	47.0 	4.8 	2009/9/24
2406	サービス業	アルテ　サロン　ホールディングス	"6,043,000 "	21 	42.7 	4.0 	2010/3/26
2408	サービス業	ＫＧ情報	"3,450,436 "	477 	30.9 	5.3 	2010/3/18
2409	サービス業	ネクストジャパンホールディングス	"3,995,000 "	17 	32.1 	2.4 	2009/10/29
2410	サービス業	キャリアデザインセンター	"3,899,000 "	279 	27.3 	3.3 	2009/12/24
2411	サービス業	ゲンダイエージェンシー	"5,844,000 "	385 	31.0 	4.6 	2010/6/28
2412	サービス業	ベネフィット・ワン	"3,960,000 "	839 	29.8 	3.0 	2010/6/30
2413	サービス業	エムスリー	"8,077,000 "	106 	33.7 	2.3 	2010/6/22
2414	建設業	塩見ホールディングス	"3,966,962 "	4 	52.0 	5.0 	2010/6/30
2415	サービス業	ヒューマンホールディングス	"4,602,952 "	89 	39.2 	8.2 	2010/6/30
2416	サービス業	ローソンエンターメディア	"4,358,000 "	299 	33.4 	3.7 	2010/5/25
2417	サービス業	ツヴァイ	"4,877,000 "	213 	41.7 	7.3 	2010/5/19
2418	サービス業	ベストブライダル	"4,499,000 "	558 	29.8 	3.2 	2010/3/30
2419	サービス業	日本ＥＲＩ	"5,722,000 "	765 	49.1 	3.8 	2009/8/28
2420	サービス業	ＣＨＩＮＴＡＩ	"4,708,868 "	124 	34.0 	4.6 	2010/1/29
2421	上場廃止	ユニマットクリーンライフ	"4,327,867 "	501 	32.8 	5.6 	2006/6/27
2423	サービス業	ジェイエムテクノロジー	"4,441,000 "	214 	32.5 	5.0 	2010/5/19
2425	サービス業	ケアサービス	"3,745,126 "	952 	34.5 	3.4 	2010/6/25
2426	サービス業	ピーアンドピー	"4,562,000 "	255 	35.7 	4.1 	2009/6/25
2427	サービス業	アウトソーシング	"3,787,570 "	391 	38.3 	2.8 	2010/3/29
2428	サービス業	ウェルネット	"4,132,991 "	89 	35.4 	4.2 	2009/9/28
2429	サービス業	ワールドインテック	"3,277,000 "	"5,147 "	34.0 	2.4 	2010/3/23
2430	上場廃止	デジタルスケープ	"5,857,553 "	109 	35.4 	4.1 	2009/6/25
2431	サービス業	日本テクシード	"3,797,501 "	"1,314 "	31.0 	5.9 	2010/6/23
2432	サービス業	ディー・エヌ・エー	"6,219,000 "	811 	31.1 	2.8 	2010/6/28
2433	サービス業	博報堂ＤＹホールディングス	"9,943,000 "	153 	41.8 	16.2 	2010/6/30
2434	サービス業	丸誠	"4,424,000 "	"1,052 "	40.7 	11.7 	2010/6/28
2435	サービス業	シダー	"3,657,000 "	"1,497 "	38.1 	3.9 	2010/6/28
2436	サービス業	共同ピーアール	"5,481,032 "	282 	35.4 	6.3 	2010/3/29
2437	サービス業	シンワアートオークション	"5,023,612 "	67 	36.3 	6.6 	2009/8/28
2438	サービス業	アスカネット	"4,192,000 "	386 	32.1 	4.9 	2010/7/26
2440	サービス業	ぐるなび	"4,789,000 "	"1,219 "	31.9 	3.6 	2010/6/18
2444	サービス業	セレブリックス	"4,697,559 "	144 	33.2 	3.3 	2010/6/29
2445	サービス業	エスアールジータカミヤ	"4,344,106 "	335 	35.0 	8.2 	2010/6/29
2446	上場廃止	ゼンケンホールディングス	"3,678,816 "	11 	40.6 	4.7 	2008/12/25
2447	サービス業	ＮｏｗＬｏａｄｉｎｇ	"3,370,000 "	4 	32.5 	2.1 	2010/6/28
2448	上場廃止	イーコンテクスト	"5,504,319 "	28 	32.9 	3.2 	2008/9/25
2449	サービス業	プラップジャパン	"6,307,828 "	235 	33.8 	5.8 	2009/11/27
2450	サービス業	一休	"6,496,000 "	79 	31.9 	3.1 	2010/6/24
2451	サービス業	メディアクリエイト	"4,239,000 "	465 	33.6 	4.6 	2009/8/20
2453	サービス業	ジャパンベストレスキューシステム	"4,273,743 "	129 	31.3 	2.9 	2009/12/28
2454	サービス業	オールアバウト	"4,687,023 "	193 	32.7 	3.6 	2010/6/18
2458	サービス業	フルキャストテクノロジー	"3,890,091 "	"1,243 "	29.0 	3.7 	2009/12/22
2459	サービス業	アウンコンサルティング	"4,062,725 "	82 	26.5 	2.3 	2009/8/27
2460	上場廃止	アプレシオ	"4,180,887 "	619 	31.7 	2.2 	2007/12/27
2461	サービス業	ファンコミュニケーションズ	"4,605,000 "	174 	30.6 	2.1 	2010/3/30
2462	サービス業	ジェイコムホールディングス	"4,193,974 "	170 	27.1 	2.3 	2009/8/25
2463	サービス業	シニアコミュニケーション	"4,893,003 "	102 	34.9 	2.0 	2009/6/30
2464	サービス業	ビジネス・ブレークスルー	"5,081,906 "	80 	35.1 	3.7 	2010/6/30
2465	上場廃止	ラヴィス	"4,503,388 "	832 	30.3 	2.8 	2008/6/23
2466	サービス業	ＰＧＭホールディングス	"9,142,432 "	15 	44.3 	1.4 	2010/3/26
2467	サービス業	バルクホールディングス	"5,749,000 "	4 	36.1 	4.1 	2010/6/25
2468	サービス業	フュートレック	"7,007,292 "	66 	40.0 	3.7 	2010/6/11
2469	サービス業	ヒビノ	"5,479,000 "	446 	39.9 	11.0 	2010/6/28
2471	サービス業	エスプール	"4,508,000 "	164 	31.7 	3.2 	2010/2/25
2473	上場廃止	ジェネシス・テクノロジー	"5,437,730 "	607 	38.0 	9.4 	2008/6/30
2475	サービス業	ＷＤＢ	"4,195,000 "	449 	29.8 	4.0 	2010/6/28
2476	上場廃止	テンプスタッフ	"5,907,223 "	"1,832 "	33.3 	4.5 	2008/6/30
2477	サービス業	比較．ｃｏｍ	"4,711,000 "	36 	29.5 	1.1 	2009/9/30
2478	サービス業	エムケーキャピタルマネージメント	"10,507,000 "	31 	38.9 	3.2 	2009/11/27
2479	サービス業	ジェイテック	"3,440,000 "	297 	32.6 	5.5 	2010/6/29
2480	サービス業	システム・ロケーション	"5,555,000 "	21 	37.3 	4.2 	2010/6/25
2481	サービス業	タウンニュース社	"4,820,283 "	237 	33.3 	7.6 	2009/9/29
2483	サービス業	翻訳センター	"3,888,764 "	270 	35.4 	3.8 	2010/6/30
2484	サービス業	夢の街創造委員会	"4,549,000 "	64 	31.6 	1.8 	2009/11/30
2485	サービス業	ティア	"4,892,000 "	224 	33.7 	3.1 	2009/12/21
2486	上場廃止	フリーワーク	"3,766,000 "	72 	44.1 	2.3 	2008/12/26
2487	サービス業	ＣＤＧ	"4,791,958 "	164 	31.6 	5.9 	2010/6/29
2488	サービス業	日本サード・パーティ	"3,969,182 "	760 	29.1 	5.4 	2010/6/28
2489	サービス業	アドウェイズ	"4,173,000 "	164 	28.1 	2.7 	2010/6/28
2490	上場廃止	アミタ	"5,396,000 "	176 	36.3 	4.6 	2010/3/26
2491	サービス業	バリューコマース	"5,287,000 "	248 	32.5 	2.9 	2010/3/26
2492	サービス業	インフォマート	"4,756,000 "	187 	33.1 	3.3 	2010/3/26
2493	サービス業	イーサポートリンク	"4,460,000 "	297 	34.7 	4.5 	2010/2/26
2494	サービス業	メディカル・ケア・サービス	"3,316,669 "	"1,184 "	42.3 	2.1 	2009/11/27
2495	サービス業	ＳＥメディアパートナーズ	"3,889,000 "	24 	29.8 	2.7 	2010/6/18
2496	サービス業	アルク	"4,870,000 "	208 	39.1 	8.0 	2010/4/27
2497	サービス業	ｎｇｉ　ｇｒｏｕｐ	"6,698,250 "	10 	32.7 	2.4 	2010/6/25
2498	サービス業	ＡＣＫグループ	"6,799,753 "	10 	42.9 	9.1 	2009/12/22
2499	サービス業	日本和装ホールディングス	"4,364,315 "	232 	36.8 	3.3 	2010/3/26
2501	食品業	サッポロホールディングス	"8,700,000 "	76 	43.8 	19.9 	2010/3/31
2502	食品業	アサヒビール	"8,813,974 "	"3,719 "	40.3 	14.7 	2010/3/29
2503	食品業	キリンホールディングス	"9,762,632 "	276 	40.9 	15.9 	2010/3/26
